,count
meta,1
author,1
year,1
etc,1
conceitua,1
econometric,1
fills,1
overarching,1
holds,1
possessed,1
speak,1
letter,1
preceding,1
taylor,1
francis,1
folktale,1
max,1
frames,1
engraving,1
converted,1
cross,1
wille,1
wilfried,1
neumaier,1
239,1
represents,1
manifestation,1
apart,1
down,1
respects,1
intense,1
days,1
historians,1
utilities,1
hang,1
agreements,1
disagreements,1
cds,1
incoming,1
lessexpected,1
extends,1
ie,1
overcomes,1
shed,1
dispositions,1
careful,1
textbooks,1
extrapolates,1
keyboard,1
extensively,1
temperament.motivations,1
"2,000",1
90,1
memorias,1
fala,1
pouco,1
expectativa,1
tb,1
transformed,1
post,1
twofold,1
conversion,1
adjust,1
draws,1
heavy,1
routinely,1
captured,1
approximating,1
extreme,1
lists,1
correction,1
broader,1
resulted,1
corrections,1
additions,1
converting,1
covers,1
ingredients,1
thereafter,1
interactionism,1
disadvantages,1
abstractblogging,1
disseminating,1
slow,1
ranked,1
spills,1
peter,1
turchin,1
vastly,1
different,1
converge,1
circumstances,1
properly,1
elude,1
mehr,1
al,1
arise,1
20k,1
preprocessing,1
splits,1
included,1
genuinely,1
indispensible,1
partner,1
unfolding,1
promising,1
certainly,1
evokes,1
straightforward,1
gedichte,1
prosa,1
dissimilarity,1
plug-and-play,1
macroscopes,1
neurobiology,1
morphology,1
chances,1
upper,1
stabilized,1
diagnostics,1
interferes,1
dilemma,1
marking,1
borges,1
ich,1
choices,1
306,1
1928,1
designated,1
longer,1
passages,1
contains,1
inconclusive,1
diachrony,1
provocative,1
bipolar,1
skip,1
portray,1
researcher,1
biasing,1
utilized,1
joy,1
"""end",1
batching,1
l-bfgs,1
filmed,1
asymmetrical,1
inharmonic,1
elicits,1
seventeenth,1
locates,1
sparked,1
reception,1
exception,1
acting,1
agent,1
temporality,1
musikwissenschaftliche,1
editionspraxis,1
bestens,1
quellenforschung,1
vorbereitet,1
restate,1
amplify,1
argument,1
infrastructure,1
entitled,1
projects,1
questionnaire,1
obstacle,1
gar,1
nicht,1
sein,1
formalization,1
geodesic,1
assumes,1
appropriateness,1
vectorial,1
achieve,1
foundational,1
conjecture,1
dotplots,1
subsequence,1
compiled,1
inspired,1
assist,1
insensitive,1
orchestration,1
coarse,1
manifest,1
nevertheless,1
attempted,1
categorize,1
endogenous,1
exogenous,1
reflected,1
stereophonic,1
double,1
improvements,1
calibrating,1
regarded,1
electric,1
segregate,1
organize,1
already,1
marginalizing,1
basins,1
overhead,1
implied,1
mysterious,1
reproduced,1
averaging,1
alleviates,1
appeal,1
encompassing,1
explicable,1
opens,1
property,1
calibration,1
underspecified,1
solutions,1
"preferences,neutral",1
"model,transmission",1
"biases,turnover",1
"biases,cultural",1
"complexity,cultural",1
"evolution,demography,folktales",1
"transmission,culture,individual",1
"anthropology,communication,cultural",1
creole,1
over-reliance,1
hinders,1
"retrieval,signal",1
"processing,time",1
"names,color",1
"terms,cultural",1
"evolution,musical",1
"dataset,meter,time",1
"learning,measure",1
"signature,meter,metre,music",1
clavier,1
un,1
security,1
council,1
robustly,1
consequently,1
leverage,1
deeper,1
studio,1
underlines,1
becomes,1
obvious,1
"science,melody,probabilistic",1
"science,dyadic",1
"systems,modal",1
"theory,pitch,prototonal",1
"communication,triadic",1
"creativity,enjoyment,music",1
"cognition,repetition,tension,uplifting",1
"music,wundt",1
"perception,computational",1
folia,1
vocadito,1
durch,1
alle,1
story,1
"theory,statistics",1
"theory,notation,schenker",1
"categories,functional",1
"linguistics,sociology",1
"music,mei,mei2json,music",1
"converter,musicpatternowl",1
seque,1
simplicial,1
nazi,1
soundscapes,1
impossibility,1
"culture,digital",1
"media,misinformation,psychology,social",1
"influence,social",1
"attractors,cultural",1
"behaviour,anthropology,archaeology,cultural",1
"anthropology,psychology,social",1
"sciences,sociology,sociology",1
"studies,language",1
"mail,filtration,machine",1
"learning,measurement,persistent",1
"homology,task",1
"analysis,vectorization",1
"musicology,counterpoint,neural",1
"translation,polyphony,symbolic",1
"crowdsourcing,emotion,emotion,game",1
"purpose,games,music,music",1
"decision,human",1
"dataset,music",1
"sentiment,sentiment",1
"classification,deep",1
"recognition,sequence",1
"barcodes,benchmark",1
"testing,data",1
"analysis,electronic",1
"network,computational",1
"modeling,harmonic",1
"training,neural",1
"networks,pitch,pitch",1
"identification,unsupervised,unsupervised",1
markets,1
split-and-drift,1
near,1
"modeling,expectation,information",1
"cognition,predictive",1
"coding,recognition",1
"platforms,platform",1
"bias,platform",1
"power,playlists",1
"archaeology,language",1
"brain,competitive",1
"brain,motor",1
"learning,motor",1
"systems,music",1
"making,neural",1
"networks,practice,skilled",1
"analysis,change",1
"deafness,change",1
"detection,predictive",1
"extraction,fmri,music",1
"processing,naturalistic",1
"stimulus,temporal",1
"listening,dynamic",1
"processing,individual",1
"differences,naturalistic",1
"paradigm,predictive",1
"digitalisierung,erschliessung,informationsinfrastrukturen,nfdi,praxisregeln,standardbildung",1
talks,1
harvard,1
dual,1
sexually,1
dimorphic,1
express,1
nets,1
facilitation,1
"form,sonata",1
"whale,network",1
"modelling,song,syntax,vocal",1
"ecology,cultural",1
"language,evolutionary",1
"ecology,population",1
chicago,1
unanswered,1
"bibliometrics,music",1
"music,scientometrics,visualization",1
"learning,melody,music",1
"evolution,online",1
"experiments,oral",1
"transmission,pitch",1
"perception,singing,social",1
"cortex,fmri,music,planum",1
"costs,social",1
"theory,symbolic",1
"studies,digital",1
"humanities,drama",1
"models,computational",1
"models,probabilistic",1
"models,semantic",1
"memory,semantic",1
"theory,organization",1
"chromatic,diatonic,fourier",1
"transform,octatonic,saliency,stravinsky",1
"bott,dft,music,music",1
"theory,phase,scales,torus,triads",1
"lyrics,vowels",1
"group,group",1
"psychology,fitness",1
"coding,temporal",1
"regularity,time",1
"networks,cultural",1
"transmission,event",1
"analysis,innovation",1
"00a65,discrete",1
"transform,entropy,fourier",1
"coefficients,music",1
"processing,perception",1
"cue,emotion,memory,mode,timbre",1
"crowdsourcing,online",1
"experiments,prolific",1
"academic,psytoolkit,reaction",1
"language,human",1
"analysis,counterpoint,octave",1
"study,counterpoint,music",1
"science,lexical",1
"item,stylistic",1
"algorithms,artificial",1
"intelligence,computational",1
"linguistics,computer,computer",1
"art,computer",1
"retrieval,intelligence,linguistics,natural",1
"language,natural",1
"government,social",1
"trends,world",1
bank,1
alteridade,1
"minima,choro",1
na,1
"word,function",1
"word,historical",1
"polare,speech",1
"connotation,denotation,extramusical",1
"meaning,inherent",1
"assiciation,onomatopoeia",1
"culture,freedom",1
"rights,international",1
trade,1
"market,politics",1
"inference,statistical",1
"algorithms,animals,biopolymers,humans,models",1
"theoretical,sequence",1
"form,sentence",1
"site,biopolymer,consensus",1
"sequence,dna,expectation",1
"maximization,motif,promoter,protein,sequence",1
"analysis,unsupervised",1
"pitch,acoustical",1
"beating,equal",1
"temperament,instrumental",1
"tuning,perfect",1
"pitch,synaesthesia,tone",1
"principle,maximum",1
"principle,pdf",1
"projection,statistical",1
"process,musical",1
"sequence,reinforcement",1
"dancers,dancing,mental",1
"skills,motivation,posit,positive",1
"embedding,lattice",1
"models,tonnetz,topology",1
"attribution,machine",1
"recognition,style",1
"theory,voice",1
"paper,shuxin",1
"action,comparative",1
"cognition,language,music,syntax,syntax",1
"process,music",1
"improvisation,music",1
"learning,behavior",1
"policy,markov",1
"theory,psychology,reaction",1
"time,recall",1
"memory,serial",1
"recall,social",1
"sciences,statistical",1
"tonality,liszt,music",1
"skills,kern,melodic",1
"corpus,sight",1
"analysis,latent",1
"modeling,modeling",1
"musicality,musical",1
"sophistication,psychometrics,replication",1
"humanities,cognition",1
"perception,corpus",1
"study,melodic",1
"memory,music,music",1
carl,1
philipp,1
emanuel,1
bachs,1
fantasien,1
tabulator,1
redux,1
confirmatory,1
"inference,graph",1
"languages,graph",1
"series,hypergraph",1
"models,nosource,weighted",1
homological,1
perceptually,1
motivated,1
multi-level,1
"theory,population",1
"variables,discretization,laplace",1
"distribution,skewness,survival",1
"interval,standard",1
"deviation,standard",1
"mean,statistics",1
"policy,research",1
"gci,graph",1
"discrimination,scale",1
"processes,emotions,empathy,galvanic",1
skin,1
"response,individual",1
"differences,music,psychophysiology,vigilance",1
"theory,dynamical",1
"theory,evolutionary",1
"forces,kinetic",1
"theory,scriabin,tonality",1
achievement,1
"detection,dataset,instrument",1
"recognition,jazz,music",1
"study,interval",1
"analysis,webern",1
"scale,major",1
"scale,pitch",1
"singing,tonal",1
"animacy,microtiming",1
"variations,performance",1
"leitmotives,musical",1
"memory,musical",1
leitmotives,1
"notat,opera,symbolic",1
notat,1
"action,brain",1
"plasticity,development,learning,music,neurorehabilitation,perception,sensorimotor",1
"acoustics,bioacoustics,left",1
"hemisphere,music",1
"perception,right",1
"hemisphere,sensory",1
"perception,speech",1
"studies,economics,sociology",1
unveiling,1
multi-resolution,1
"architecture,imagery,representation,simulation,situated",1
"brain,creativity",1
"emotion,interpretation,musical",1
"expression,perception,performance",1
"economics,human",1
"anhedonia,emotion,music,pleasure,reward",1
"uncertainty,optimization,smoothing",1
"methods,trajectory,tuning",1
mistakes,1
readers,1
configurationsby,1
constructivist,1
round,1
performance---a,1
"theory,hypersphere,pitch",1
"space,quaternions,spectral",1
"projections,symmetry,tonnetz",1
"mathemusic,virtual",1
"reality,visualization",1
covariance,1
"matrices,kalman",1
"filters,measurement",1
"measurement,good",1
"reason,pilot",1
"project,precise",1
"emergentism,improvisation,musical",1
"meaning,philosophy",1
"music,pragmatics",1
"equalisation,human",1
"movement,music,music",1
"analysis,hierarchial",1
"smoothing,kernel",1
"smoothing,music,musical",1
"analysis,musicology,performance",1
"theory,regression,tempo",1
"intervals,meg,neurology",1
"music,harmony,tonal",1
"consonance,corrigendum,tonal",1
"law,purebred",1
"dogs,random",1
"copying,random",1
"attention,cognitive",1
"training,creativity,executive",1
"functions,language,memory,musical",1
"training,neuroplasticity,processing",1
"bandwidth,cluster",1
"processes,music,power",1
"distribution,ranking",1
"creativity,myths,neuroscience,personality",1
"grammar,graph",1
"names,cultural",1
"transmission,fashion,markets,neutral",1
"theory,pop",1
"music,power",1
"analysis,tonal",1
"harmony,tonal",1
acyclic,1
"graph,external",1
"node,membership",1
"problem,membership",1
"query,tree",1
automaton,1
"structure,performance",1
"intelligence,bayesian",1
"inference,graphical",1
"programming,infer",1
"net,pattern",1
"recognition,robotics",1
"keywords,subject",1
"symbology,functional",1
"context,priming",1
"progressions,musical",1
"tension,tone",1
"tension,tension",1
"hierarchy,music",1
"perception,tonal",1
"pitch,western",1
"communication,expression,measurements,models,musical",1
"preference,sensorimotor",1
"perception,cognition,female,humans,male,music,musicology,pitch",1
"perception,psychoacoustics,sysmus14,tonality,tonality",1
"learning,mel",1
"spectrograms,music",1
"data,siamese",1
"network,triplet",1
"processing,expectation,global",1
"grammar,language,language",1
"acquisition,learning,population",1
"size,social",1
"networks,sociolinguistics,speech",1
"spirit,black",1
"bile,diatonic",1
"scale,internal",1
"sense,motion",1
"networks,digital",1
"humanities,early",1
"letters,historical",1
"research,natural",1
"processing,portuguese",1
"dawkins,dennett,human",1
"brain,memes,social",1
anthropologist,1
"modeling,lda,topic",1
"le,unsupervised",1
"computation,dirichlet",1
"processes,hierarchical",1
"models,image",1
"processing,variational",1
colonial,1
"studies,correspondence",1
"decentralization,digital",1
"methods,mobile",1
"ecosystem,platformization",1
"science,english",1
"bias,language",1
"cognition,linguistic",1
"diversity,linguistic",1
relativity,1
"history,cultural",1
"phylogenetics,cultural",1
"culture,modelling",1
"learning,makam",1
"recognition,oversampling,turkish",1
"analogy,conceptual",1
"knowledge,conceptual",1
"metaphors,hippocampus,parietal",1
"ambivalence,auditory",1
"perception,emotion",1
"recognition,music,musical",1
"pitch,pitch",1
"performance,cognitive",1
"psychology,dissonance,distraction,inharmonicity,music",1
"communication,harmony,information",1
"mechanisms,cultural",1
"grammar,comparative",1
"cognition,descent",1
"modification,evolution,modularity,syntax",1
"cognition,memory,neuroscience,reading,statistical",1
"abilities,individual",1
"differences,statistical",1
"emotion,emotion,film,film,schema",1
"didaktik,lehre,musik,musikwissenschaft,notenschrift,schrift,sprache,zeit",1
ofthe,1
"science,deutung,deutungsmuster,epistemology,erkenntnistheorie,geisteswissenschaft,historical",1
"development,historische",1
"entwicklung,humanities,informatik,interpretation,interpretation,natural",1
"sciences,naturwissenschaft,pattern",1
"interpretation,understanding,verstehen",1
rens,1
bod,1
"organization,serial,serial",1
"task,temporal",1
"cognition,temporal",1
"psychology,developmental",1
"psychology,language,language",1
"aquisition,language",1
"development,music,music",1
"language,music",1
"endangerment,lelegesan,linguistics,music,musicology,other",1
"languages,social",1
"sciences,societies,south",1
southeast,1
"transmission,popular",1
"music,sentiment",1
"analysis,transmission",1
"learning,metrical",1
discretely,1
usage-based,1
reanalysis,1
famous,1
anhedonia,1
rewards,1
attitude,1
reconstructed,1
"lobe,space",1
"musicology,rhythm",1
"analysis,representation,theory",1
"austronesian,intonation,intonation",1
"unit,prosody",1
"cultures,arts",1
"analysis,digital",1
"humanities,ethnomusicology,ethnomusicology,indonesia,language",1
"amerikanistik,buchgeschichte",1
"kartographie,das",1
junge,1
"amerika,fruhe",1
"neuzeit,geschichte,geschichte",1
buchs,1
"comps,phdthesis,phdthesis_background",1
"collection,internet,online,research",1
delta,1
chansons,1
lantins,1
"teachers,musicians",1
"coevolution,genes,language,music,population",1
"structure,taiwan",1
"object,scalable",1
"city,virtual",1
"law,statistical",1
"linguistics,macroecology",1
"bibliographies,computers,conference",1
"reports,conferences,music,music",1
whole-tone,1
predecessors,1
individualized,1
semdis,1
"development,social",1
"feature,emotion,fmri,language,limbic",1
"cortex,cognitive",1
"neuroscience,music,musicology,pitch",1
smc,1
"studies,science,technology",1
"networks,network",1
"topology,power",1
player,1
"humanities,reproducibility,verifiability",1
"ofamerica,pitch",1
"range,scale",1
"pattern,sine",1
"tone,tone",1
"speech,musical",1
"intervals,speech",1
"experience,deep",1
"level,gaming",1
"experience,interactive",1
"application,knowledge",1
"utility,expected",1
"utility,game",1
"tree,hand",1
"strength,poker",1
"innovation,music",1
inquiry,1
kalman,1
smoother,1
nostalgia-evoking,1
toposes,1
image-music-text,1
"""revealed",1
"methods,web",1
"kernel,corpus",1
"linguistics,corpus",1
"studies,linguistic",1
"change,newspapers",1
"archives,textual",1
"distance,word",1
resilience,1
"loss,music,musical",1
"sophistication,pitch",1
"discrimination,plasticity",1
"representation,harmony,pattern",1
"matching,segmentation,streaming,symbolic",1
"streaming,computational",1
"modeling,stream",1
"segregation,voice",1
"variables,physical",1
"variables,scales,sound",1
"transmission,culture,ratchet",1
"effect,social",1
"universities,humanities,philosophy",1
"scores,optical",1
"neuroscience,cochlear",1
"implant,hearing",1
"ahp,analytic",1
"process,analytical",1
"models,evolution",1
"music,indexes,internet",1
"things,monitoring,prophet,standard",1
"index,standards",1
"vision,comparative",1
"color,perceptual",1
"canzoniere,digital",1
"humanism,digital",1
"technology,european",1
"studies,francis",1
"petrarch,humanist",1
"philology,humanist",1
"philosphy,hypertext,italian",1
"studies,petrarchism,renaissance",1
"analysis,syntax",1
"ethics,institutions,policy",1
"learning,induction,informativeness,iterated",1
"evolution,simplicity",1
"accords,apprentissage,chords,improvisation,informatics,informatique,learning,music,musique,signal",1
"music,mei,music",1
"theory,perception,philosophy",1
"analysis,optical",1
"separation,spectrogram",1
"bambuco,beat",1
"tracking,computational",1
"musicology,meter",1
"cadence,form",1
"cognition,expertise,generalization,musicians,perception",1
"brain,generative",1
"grammar,icle,language,music,schenkerian",1
vigilance,1
chills,1
audiences,1
silent,1
matches,1
mismatches,1
skew,1
laplace,1
"leading,voice",1
"perception,brain,eeg,fmri,meg,meter,motor",1
"system,rhythm,rhythm",1
"perception,timing",1
"analysis,instruments,multiple",1
"classification,music,power",1
"filters,source",1
12-fold,1
"cognition,repetition",1
"priming,statistical",1
"cognition,music,schema",1
"context,fmri,mandarin,semantic,syntax",1
"visualization,feature",1
"extraction,instruments,music,musical",1
"sequence,semantic",1
"analysis,semantics,sequences,temporal",1
"language,parsing,rhythm,structural",1
"interpretation,syntactic",1
"language,reanalysis,revision,syntactic",1
"processing,syntax",1
addressable,1
"access,memory,memory",1
"organization,performance,performance",1
"inference,expectation,music",1
"animals,artificial",1
"studies,computational",1
"models,development,humans,infants,language,sequence",1
"cognition,capacity",1
"language,capacity",1
"music,comparative",1
"studies,life",1
"migration,music",1
"recognition,scale",1
"correction,scale",1
"images,optical",1
"recognition,staff",1
"retrieval,unsupervised",1
assessor,1
"teaching,cultural",1
"evolution,imitation,social",1
"interaction,spontaneous",1
"greek,hypotenuse,pythagoras,pythagorean",1
"quality,online",1
"samples,replication,turkgate",1
"mechanism,bars,computational",1
"music,decoding,deep",1
"learning,licenses,melody",1
"generation,neural",1
anton,1
"completeness,diversity,evenness,hill",1
"numbers,sample",1
coverage,1
"encoding,troubadours",1
"transmission,fidelity,grain",1
"corpus,linguistics,methods",1
"computation,social",1
"numbers,phylogenetic",1
"diversity,principle",1
"transfer,similarity,unevenness",1
occurring,1
melosol,1
dictation,1
gambus,1
jsd,1
"sequence,visualization",1
attribute,1
"diversity,functional",1
"diversity,phylogenetic",1
"diversity,shared",1
"diversity,species",1
"diversity,taxonomic",1
"diversity,dissimilarity,divergence,diversity,evenness,hill",1
"liszt,music",1
"fields,tonality",1
"computational,ethnomusicology,psychology,social",1
"practice,sociology,statistics",1
"musicology,entrainment,ethnomusicology,fair",1
"principle,music",1
"performance,open",1
"science,synchronization",1
"response,pitch",1
"detection,scale",1
"degree,spectral",1
centroid,1
"christoph,short",1
"change,long",1
"paper,natural",1
"change,natural",1
"networks,tutorial",1
"grammar,linguistics,syntax",1
impedance,1
"matching,kernel,laboratories,markov",1
"processes,natural",1
"languages,research",1
"development,testing",1
"response,free",1
"networks,rhythm,task",1
"analysis,training",1
concreteness,1
"words,readability,song",1
"lyrics,text",1
"complexity,trend",1
"mir,music",1
"retrieval,neural",1
"nrt,sysmus14,transformational",1
"hemiola,metric",1
"dissonance,musical",1
"meter,polymeter,set",1
"theory,syncopation",1
"chromatic,evolution,evolution",1
"space,nrt,of,space",1
"nrt,transformational",1
"film,film,media,music",1
"emotion,emotion,film,film",1
"emotion,emotion,film,film,music",1
"history,floor",1
"plan,formal",1
"configuration,output",1
"device,stylistic",1
"analysis,motives,music",1
"children,methods,music",1
travel,1
magnetoencephalography,1
electrophysiology,1
recognizable,1
embracing,1
goldsmiths,1
"psychology,musicians",1
"comparative,ethnomusicology,functions",1
"music,personal,social",1
"analysis,finding,key,machine",1
"learning,modulation,tonality",1
"curriculum,diversity,music",1
"theory,pedagogy,popular",1
"ambiguity,linguistics,syntax",1
"perspective,punchcards",1
"humanities,economic",1
"development,history",1
"affect,culture,emotion,music,semantic",1
"family,learning,musician,parent,support",1
"perception,exemplar",1
"theory,music,noisy",1
"inference,perceptual",1
"chronology,jomon,monte",1
"threshold,random",1
"walk,statistical",1
"datasets,differentia,gabc,melodic",1
"arch,plainchant,volpiano",1
"models,symbolic",1
"series,time",1
"analysis,deep",1
"processing,software,web",1
"learning,mozarabic",1
"rite,music",1
"generation,statistical",1
"generation,pattern",1
"discovery,sequential",1
"harmonization,machine",1
"learning,multiple",1
"system,probability",1
"acoustics,biodiversity,careers,charts,community",1
"ecology,music",1
"perception,principal",1
"analysis,social",1
"model,musical",1
"creativity,stylistic",1
"counterpoint,dontinclude,style",1
"chant,machine",1
"algorithm,musical",1
"scale,pythagoras",1
"music,evolution",1
"cognition,musicality,pluralism",1
"corpus,music21,python",1
"abstraction,autism",1
"disorder,creativity,development,hierarchy,integration,prediction,prior,statistical",1
"learning,uncertainty",1
hop,1
"distance,melodic",1
"distance,tonnetz,tuning",1
"coimbra,iberian,machine",1
"learning,manuscript",1
"studies,musical",1
"cognition,probe",1
"paradigm,statistical",1
"05c12,11a05,54e35,chords,consonance,dissonance,harmonic",1
myanmar-based,1
kachin,1
xinjiang-based,1
uyghur,1
ethnic,1
timbre-based,1
hip,1
"methods,population",1
"dynamics,temporal",1
"discrimination,computer,music",1
"perception,segmentation",1
"affect,entrainment,ethology,evolution,evolution,rhythm,rhythm",1
"affect,entrainment,ethology,evolution,rhythm",1
"study,improvisation,licks,meter,music",1
"theory,music,music",1
"systems,statistical",1
"brain,complexity,neuro,sequences",1
"theory,schenker,schonberg",1
"dna,musical",1
"interval,pitch",1
"fusion,harmonicity,melody,musical",1
"interval,octave,pitch",1
"culture,innovation,natural",1
kernels,1
gaps,1
northern,1
"beat,corpus",1
"study,harmonic",1
"rhythm,harmony,popular",1
"estimation,biological",1
"systems,bootstrap,cognition,information",1
"style,popular",1
"movement,gestures,interpersonal,movement",1
"communication,movement",1
"arts,computer",1
"science,information",1
career,1
dancer,1
stationary,1
"epigenetics,evolutionary",1
"genetics,quantitative",1
"cadence,completeness,sonic",1
"trajectory,spatial",1
"entrainment,meter,motion",1
"capture,motion",1
"patterns,pulse,rhythm",1
"generation,musical",1
"segregation,polyphonic",1
"music,timbre",1
"roughness,harmony,musical",1
"intervals,processing",1
"fluency,vocal",1
"hypothesis,vocality",1
"transcription,inductive",1
"programming,musical",1
"learning,music,serialism,transformations,unconscious",1
"bayes,bayes",1
"factor,confidence",1
"interval,credibility",1
"interval,significance",1
"inference,statistics,statistics",1
"analysis,auditory",1
"integration,auditory",1
having,1
"rigorous,have",1
benefited,1
"enormously,likelihood",1
"principle,procedure",1
"inferences,psychology",1
"disciplines,significance",1
"chunks,implicit",1
"phenomena,social",1
"learning,technology",1
"evaluation,expressive",1
"performance,fundamental",1
"frequency,metrics,pitch",1
"availabledata,classical,style",1
"embedding,hierarchy,language,recursion,representation",1
"bayes,evidence,from",1
"sciences,spotify",1
"constructivism,music,soundcloud",1
estudios,1
interpretacion,1
"networks,science,technology",1
zilinskas,1
"transcription,encoding,mensural",1
"mei,mensural",1
"probability,texture",1
"entropy,information",1
"dynamic,information",1
"rate,musical",1
"perception,mutual",1
"apps,experimental",1
"psychology,games,internet,music",1
"music,groove,music,reasons",1
"algorithm,reversible",1
jump,1
"cadence,closure,corpus",1
"studies,sonata",1
"cadences,chord",1
"analysis,harmony,pattern",1
"induction,perception,statistical",1
"attention,counterpoint,melody,music",1
"beta,entrainment,meg,musical",1
"expertise,theta",1
"humanities,digitalisierung,geschichtswissenschaft,neuen",1
medien,1
"science,python",1
"density,marginal",1
"likelihood,markov",1
"carlo,markov",1
"scales,pentatonic",1
"scales,power",1
"mean,scales",1
"anthroecology,environmental",1
"messaging,human",1
"development,transformative",1
"change,visions",1
"science,human",1
"key,absolute",1
"pitch,musical",1
"tension,musical",1
"training,tonal",1
"mei,ontology,pattern",1
"05e18,26e60,group",1
"action,heptatonic",1
"scales,hexatonic",1
"humanities,guidelines,historical",1
"newspapers,information",1
"extraction,named",1
"linking,named",1
"processing,shared",1
"studies,data",1
"model,medieval",1
"encoding,python",1
"notation,parts",1
"predictors,consonance,dissonance,familiarity,harmonicity,roughness,spectral",1
envelope,1
"moved,cortisol,music,oxytocin,prolactin,sadness",1
"moved,emotion,empathy,felt",1
"experience,individual",1
"differences,music,sadness",1
"auditory,crowdsourcing,ethics,experiment,online,platforms,recruitment",1
"tracking,hummingbirds,song",1
"learning,songbirds,tonality,vocal",1
tract,1
filter,1
"classification,persian",1
"memory,modulation,tonal,tonal",1
"fmri,hierarchical",1
"structure,music,processing",1
"scenes,composite",1
"signals,congruent",1
incongruent,1
"context,emotional",1
"effectiveness,emotional",1
"dimensions,emotional",1
"labels,musical",1
"emotions,negative,positive",1
"approach,musical",1
"evolution,emotional",1
"selection,imitation,social",1
"norms,social",1
sanctions,1
"neuroscience,mathematics,neurobiology",1
"bayesian,multilevel",1
"models,robust",1
"musikedition,musikgeschichte,musikhandschrift",1
"theory,adolescents,institutions,learning,music,savant,students,teachers",1
"midi,music,music",1
"archaeology,confidence",1
"intervals,extrapolation,measurement,normal",1
"distribution,paleoanthropology,settlement",1
"patterns,species",1
"linguistic,current",1
"control,ev",1
"fedorenko,executive",1
"functions,fmri,functional",1
"specificity,hms,language,mgh,music,navigation,neuropsychology,numerical",1
"cognition,please",1
send,1
"to,psychiatry",1
"department,semantics,syntax,theory",1
"linguistics,cultural",1
"anthropology,emotions,entropy,language,music",1
"cognition,probability",1
"dimension,geostationary",1
"satellite,koch",1
"curve,rain",1
"area,rain",1
"aphasia,cognitive",1
researc,1
musikanschauung,1
methodenkritik,1
protagonisten,1
konzepte,1
systematischen,1
1945,1
"bioacoustics,computational",1
"timescales,speech",1
"tension,temporal",1
"dynamics,trend",1
"salience,web",1
self-organization,1
friends,1
foes,1
attracting,1
"performance,schema",1
"theory,schenkerian",1
"neuroscience,neurology",1
"cortex,harmonic,hearing,marmoset,music",1
"humanities,mei,postgresql,python,verovio",1
"statistics,textbook",1
"inference,cognition,computational",1
"modeling,computational",1
"learners,doi,dx,http,is",1
"deciding,language",1
"acquisition,one",1
"first,org,phonetic",1
"learning,relevant",1
"their,supp,supplemental",1
"materials,which",1
"fantasia,mozart,piano",1
magnet,1
"effect,perceptual",1
"masking,phonetics,psychoacoustics,reaction",1
"time,speech",1
"perception,statistical",1
"10,1037,a0034245,are",1
"not,bayesian",1
"inference,challenges",1
"syntax,semantics",1
"attention,brain,comprehension,humans,language,loudness",1
"attention,comprehension,humans,loudness",1
"adult,association",1
"learning,bayes",1
"inference,categorical",1
"effects,categorical",1
"perception,humans,models,perceptual",1
"probability,language,melo,melodic",1
"expectation,music,music",1
"cognition,prediction",1
"measurements,computer",1
"applications,fast",1
"transforms,frequency",1
"analysis,indexing,laboratories,mel",1
cepstral,1
"similarity,user",1
"load,earworms,involuntary",1
"imagery,spontaneous",1
"representations,grammatical",1
"structure,simple",1
"cartesiaiism,cognition,faculty",1
"psytlutlug,iuteractiunismw",1
"language,neuropsychology,perception,tttodularit",1
"languages,origin",1
"animal,animals,behavior,biological",1
"evolution,birds,communication,earless,hominidae,humans,language,models,music,phylogeny,seals,theoretical,whales",1
"dyslexia,music,neural",1
"oscillations,rhythm,temporal",1
"evaluation,listening",1
"test,music",1
"recommendation,music",1
"musicology,harmony,music,music",1
"theory,structure,voice",1
"science,geisteswissenschaft,humanities,informatik,information",1
"management,information",1
"processing,informationsmanagement,informationsverarbeitung,model,modell",1
"neuroscience,formal",1
"dance,dance,groove,meter,meter,music,musicality,rhythm",1
"linguistics,language",1
"synthesis,assessment,generative",1
"models,improvisation,jazz,performance",1
"affekt,affektenlehre,fruhromantik,musik,sympathie",1
"frequency,gaussian",1
"distribution,mathematical",1
"analysis,physics",1
"perception,gender,music",1
"skills,music",1
"clusters,graphs,statistical",1
"clustering,communities,networks",1
"representation,computational",1
"musicology,genre,memory,perception,topology",1
"pattern,maximum",1
"entropy,neutral",1
"theories,population",1
"elan,erp,lan,language,n400,p600",1
"methoden,digitaler",1
"wandel,forschungsdaten,forschungssoftware,german",1
"foundation,research",1
"data,research",1
"theory,set",1
"century,chromatic",1
"music,liszt,music",1
"theory,scriabin,stravinsky,wagner",1
"coefficient,spectral",1
"analysis,speech,time",1
deutsche,1
"forschungsgemeinschaft,digital",1
"literacy,digital",1
"methods,digital",1
"turn,digitale",1
"expertise,digitale",1
"cetaceans,complexity,cultural",1
"revolution,social",1
"learning,song",1
"characteristics,music",1
"billboard,corpus,harmony,modulation,popular",1
"inference,default",1
"priors,prior",1
"inference,generalized",1
"order,dendrogram,dendrogram",1
"seriation,hierarchical",1
"clustering,reordering",1
"ragas,grammaticality,improvisation,indian",1
"music,tonal",1
"asl,cbf,fmri,primary",1
"cortex,quantitative",1
"perfusion,swi,tonotopy",1
"psychology,quality",1
"life,trance",1
"absolutism,emotional",1
"expression,music",1
"listening,perceived",1
"expression,referential",1
"analysis,statistical",1
